car_name,brand,year,mileage_km,location,transmission,fuel_type,engine_size_cc,condition,service_history,accident_history,color,owner_count,price_rp,instalment_rp_monthly
Mazda Mazda2,Mazda,2022,64001,Bogor,Automatic,Petrol,2400,Good,Full Service Record,Unknown,Black,1,291845222,5982827
Nissan X-Trail,Nissan,2014,164899,Depok,Automatic,Petrol,2000,Fair,Partial Service Record,Minor Accident,Black,1,90397991,1853158
Suzuki Baleno,Suzuki,2021,58223,Bandung,Manual,Petrol,2000,Excellent,Partial Service Record,Unknown,Red,2,154302863,3163208
Nissan X-Trail,Nissan,2018,92130,Semarang,Automatic,Petrol,2400,Good,Full Service Record,Minor Accident,Blue,1,136929980,2807064
Toyota Yaris,Toyota,2014,112072,Semarang,Automatic,Diesel,1800,Fair,Partial Service Record,Minor Accident,Silver,2,159305176,3265756
Daihatsu Xenia,Daihatsu,2021,52664,Padang,Automatic,Petrol,1300,Good,Partial Service Record,Never,Gray,1,125976231,2582512
Mitsubishi Outlander,Mitsubishi,2014,138752,Makassar,Manual,Petrol,1000,Good,Full Service Record,Minor Accident,Black,1,139856087,2867049
Nissan X-Trail,Nissan,2012,172416,Medan,Manual,Petrol,2000,Good,Full Service Record,Never,Red,1,85221657,1747043
Daihatsu Xenia,Daihatsu,2018,92968,Medan,Automatic,Petrol,2400,Fair,Full Service Record,Never,Black,2,93884243,1924626
Mitsubishi Xpander,Mitsubishi,2021,64392,Semarang,Automatic,Diesel,1300,Excellent,Partial Service Record,Minor Accident,Red,3,248543557,5095142
Mitsubishi Xpander,Mitsubishi,2013,183613,Semarang,Manual,Petrol,1500,Good,Full Service Record,Minor Accident,Blue,2,144892486,2970295
Mitsubishi Outlander,Mitsubishi,2011,170461,Tangerang,Automatic,Petrol,1200,Fair,Partial Service Record,Never,Blue,2,118475722,2428752
Mitsubishi Xpander,Mitsubishi,2023,27162,Bogor,Automatic,Diesel,1300,Good,Partial Service Record,Unknown,Silver,2,266595320,5465204
Mitsubishi Pajero,Mitsubishi,2020,48435,Jakarta Barat,Manual,Diesel,1200,Good,Partial Service Record,Never,Black,1,240465840,4929549
Daihatsu Xenia,Daihatsu,2013,155844,Pekanbaru,Manual,Petrol,1000,Excellent,Full Service Record,Never,Black,2,70000000,1435000
Daihatsu Ayla,Daihatsu,2024,41582,Padang,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Red,1,157905919,3237071
Daihatsu Terios,Daihatsu,2014,112480,Jakarta Barat,Manual,Petrol,1300,Good,Partial Service Record,Minor Accident,Gray,1,73176139,1500110
Suzuki Karimun,Suzuki,2022,36014,Depok,Automatic,Petrol,2400,Good,Unknown,Minor Accident,Red,1,182156519,3734208
Honda Jazz,Honda,2020,72646,Jakarta Selatan,Automatic,Petrol,1300,Good,Full Service Record,Unknown,Gray,1,192925231,3954967
Honda City,Honda,2025,27301,Bandung,Manual,Hybrid,1800,Good,Full Service Record,Never,Red,2,251774761,5161382
Suzuki Karimun,Suzuki,2017,114891,Makassar,Manual,Petrol,1500,Good,Full Service Record,Unknown,Black,1,106813886,2189684
Toyota Rush,Toyota,2022,53858,Pekanbaru,Automatic,Diesel,1800,Excellent,Unknown,Never,Blue,2,261114777,5352852
Mazda Mazda2,Mazda,2022,43962,Surabaya,Automatic,Petrol,1300,Good,Unknown,Minor Accident,Silver,2,277976281,5698513
Suzuki Karimun,Suzuki,2014,152673,Jakarta Selatan,Manual,Hybrid,2000,Good,Unknown,Minor Accident,Red,1,121890767,2498760
Mazda Mazda2,Mazda,2023,54257,Medan,Manual,Petrol,2000,Excellent,Partial Service Record,Never,Blue,1,287109235,5885739
Mitsubishi Outlander,Mitsubishi,2025,4000,Bogor,Manual,Petrol,1200,Fair,Partial Service Record,Never,Red,2,222784086,4567073
Nissan Livina,Nissan,2014,157113,Padang,Automatic,Petrol,1800,Excellent,Full Service Record,Unknown,Gray,1,123143478,2524441
Toyota Agya,Toyota,2019,82222,Semarang,Automatic,Petrol,1300,Good,Full Service Record,Never,Blue,1,178662954,3662590
Daihatsu Xenia,Daihatsu,2015,122460,Padang,Manual,Petrol,2400,Excellent,Full Service Record,Never,Black,2,70000000,1435000
Suzuki Baleno,Suzuki,2012,124024,Padang,Automatic,Petrol,1800,Good,Full Service Record,Never,Black,1,114207830,2341260
Nissan X-Trail,Nissan,2025,4000,Semarang,Automatic,Petrol,1000,Good,Full Service Record,Unknown,Black,2,200577752,4111843
Daihatsu Ayla,Daihatsu,2021,90565,Jakarta Selatan,Automatic,Petrol,1800,Good,Partial Service Record,Never,Black,2,111297586,2281600
Mitsubishi Outlander,Mitsubishi,2013,143606,Medan,Automatic,Diesel,2400,Good,Full Service Record,Unknown,Gray,1,186056225,3814152
Nissan X-Trail,Nissan,2022,28474,Bogor,Manual,Petrol,1200,Good,Partial Service Record,Minor Accident,Silver,1,150310376,3081362
Mazda Mazda3,Mazda,2012,159784,Jakarta Utara,Manual,Petrol,2400,Excellent,Full Service Record,Never,Silver,2,215760508,4423090
Toyota Yaris,Toyota,2018,82587,Makassar,Automatic,Hybrid,1300,Good,Unknown,Never,Silver,1,193688714,3970618
Mazda Mazda2,Mazda,2021,62238,Tangerang,Manual,Petrol,1200,Good,Full Service Record,Unknown,White,1,259934065,5328648
Mazda CX-5,Mazda,2023,63305,Jakarta Selatan,Automatic,Petrol,2000,Good,Partial Service Record,Minor Accident,Black,1,283458941,5810908
Toyota Agya,Toyota,2011,169440,Surabaya,Automatic,Hybrid,2000,Excellent,Partial Service Record,Minor Accident,Red,1,171034890,3506215
Honda Brio,Honda,2018,98777,Surabaya,Automatic,Petrol,2400,Excellent,Unknown,Never,Blue,1,191021026,3915931
Suzuki Karimun,Suzuki,2021,39349,Jakarta Selatan,Manual,Petrol,1000,Fair,Full Service Record,Minor Accident,Silver,1,118427071,2427754
Hyundai Creta,Hyundai,2023,63362,Makassar,Manual,Petrol,1000,Good,Partial Service Record,Unknown,Gray,1,207380917,4251308
Suzuki Ertiga,Suzuki,2017,111402,Makassar,Manual,Hybrid,1500,Good,Full Service Record,Never,Red,2,144961351,2971707
Mazda CX-5,Mazda,2024,4527,Tangerang,Automatic,Petrol,1200,Fair,Partial Service Record,Minor Accident,Silver,1,265831408,5449543
Toyota Rush,Toyota,2016,136277,Tangerang,Manual,Hybrid,2400,Good,Partial Service Record,Unknown,Red,3,206478407,4232807
Hyundai Ioniq,Hyundai,2015,153599,Surabaya,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Black,1,153929592,3155556
Nissan Livina,Nissan,2019,86906,Semarang,Automatic,Petrol,1800,Excellent,Full Service Record,Never,Red,2,164592738,3374151
Toyota Innova,Toyota,2021,30490,Depok,Automatic,Hybrid,2400,Fair,Partial Service Record,Never,Silver,1,240326591,4926695
Mitsubishi Outlander,Mitsubishi,2022,80133,Bandung,Automatic,Diesel,1000,Excellent,Unknown,Never,White,1,272896900,5594386
Mitsubishi Xpander,Mitsubishi,2025,17582,Makassar,Automatic,Diesel,1000,Excellent,Full Service Record,Never,Red,1,277047939,5679482
Daihatsu Ayla,Daihatsu,2013,177068,Bandung,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,Red,2,70000000,1435000
Suzuki Ertiga,Suzuki,2024,14083,Padang,Manual,Petrol,2000,Fair,Unknown,Never,Black,1,157167906,3221942
Hyundai Ioniq,Hyundai,2013,148824,Makassar,Automatic,Electric,1300,Good,Full Service Record,Unknown,Gray,2,194841157,3994243
Daihatsu Xenia,Daihatsu,2024,25988,Medan,Automatic,Petrol,1200,Good,Full Service Record,Never,Silver,2,147885839,3031659
Honda Mobilio,Honda,2025,32041,Tangerang,Automatic,Hybrid,2400,Good,Full Service Record,Never,Black,1,261675466,5364347
Daihatsu Ayla,Daihatsu,2022,50573,Pekanbaru,Automatic,Petrol,1800,Good,Unknown,Minor Accident,Silver,2,128318618,2630531
Suzuki XL7,Suzuki,2017,85376,Makassar,Manual,Hybrid,2000,Good,Full Service Record,Minor Accident,White,1,147125489,3016072
Hyundai Stargazer,Hyundai,2013,160715,Bandung,Automatic,Electric,1200,Good,Unknown,Minor Accident,Blue,1,178654990,3662427
Toyota Innova,Toyota,2013,185331,Padang,Manual,Diesel,1500,Good,Partial Service Record,Never,Red,2,127124458,2606051
Toyota Calya,Toyota,2012,169184,Jakarta Selatan,Automatic,Petrol,1500,Excellent,Full Service Record,Minor Accident,Blue,2,150371071,3082606
Honda City,Honda,2012,170328,Jakarta Utara,Manual,Petrol,1200,Good,Full Service Record,Never,Silver,2,71017201,1455852
Honda Mobilio,Honda,2021,37274,Bogor,Manual,Hybrid,2000,Excellent,Unknown,Never,Blue,1,248964153,5103765
Honda Mobilio,Honda,2023,10746,Jakarta Selatan,Automatic,Hybrid,2000,Good,Full Service Record,Unknown,Blue,2,254996175,5227421
Nissan Livina,Nissan,2024,12521,Bogor,Automatic,Petrol,1000,Excellent,Full Service Record,Unknown,Black,2,209705103,4298954
Honda City,Honda,2021,54122,Pekanbaru,Automatic,Hybrid,1200,Excellent,Full Service Record,Never,White,2,232150689,4759089
Nissan Livina,Nissan,2016,121873,Jakarta Selatan,Manual,Petrol,1800,Fair,Full Service Record,Unknown,White,1,85767510,1758233
Mitsubishi Outlander,Mitsubishi,2025,14987,Pekanbaru,Automatic,Petrol,1000,Fair,Partial Service Record,Never,Black,1,239461134,4908953
Honda City,Honda,2016,148834,Bandung,Manual,Hybrid,1800,Fair,Full Service Record,Minor Accident,Black,3,164207704,3366257
Hyundai Ioniq,Hyundai,2021,61056,Bekasi,Automatic,Petrol,1000,Good,Unknown,Unknown,White,1,216712823,4442612
Nissan X-Trail,Nissan,2016,139159,Pekanbaru,Manual,Petrol,1000,Good,Full Service Record,Never,Silver,1,98388484,2016963
Hyundai Creta,Hyundai,2018,95292,Tangerang,Manual,Electric,1800,Good,Unknown,Unknown,Black,1,254467641,5216586
Hyundai Ioniq,Hyundai,2021,86080,Semarang,Automatic,Electric,1300,Fair,Full Service Record,Never,Red,1,249543949,5115650
Mazda Mazda2,Mazda,2022,14332,Bandung,Automatic,Petrol,1800,Good,Full Service Record,Minor Accident,White,2,292870292,6003840
Hyundai Creta,Hyundai,2025,4000,Makassar,Automatic,Electric,2400,Good,Full Service Record,Never,Gray,1,328571668,6735719
Mitsubishi Outlander,Mitsubishi,2020,89694,Pekanbaru,Manual,Diesel,1200,Good,Full Service Record,Never,Blue,2,207219575,4248001
Nissan March,Nissan,2012,164911,Bandung,Automatic,Petrol,1300,Good,Full Service Record,Unknown,Black,2,122980020,2521090
Mitsubishi Pajero,Mitsubishi,2013,172767,Medan,Manual,Petrol,1200,Excellent,Full Service Record,Never,White,3,133417867,2735066
Mitsubishi Xpander,Mitsubishi,2011,186931,Medan,Manual,Diesel,1000,Good,Full Service Record,Minor Accident,Blue,1,132176463,2709617
Mitsubishi Pajero,Mitsubishi,2021,77025,Bandung,Automatic,Diesel,1800,Fair,Partial Service Record,Never,Gray,2,229003931,4694580
Toyota Rush,Toyota,2021,71035,Depok,Automatic,Petrol,2400,Excellent,Full Service Record,Unknown,Gray,1,214048205,4387988
Toyota Rush,Toyota,2015,144125,Bogor,Automatic,Petrol,1200,Excellent,Full Service Record,Minor Accident,White,2,149702147,3068894
Mazda Mazda2,Mazda,2016,146864,Surabaya,Automatic,Petrol,1800,Fair,Unknown,Never,Gray,1,200723431,4114830
Honda CR-V,Honda,2013,173756,Surabaya,Manual,Petrol,1800,Excellent,Partial Service Record,Never,Red,1,143308263,2937819
Daihatsu Terios,Daihatsu,2024,41888,Surabaya,Automatic,Petrol,1200,Fair,Unknown,Unknown,Gray,2,105199747,2156594
Toyota Calya,Toyota,2020,72367,Bandung,Automatic,Diesel,2400,Excellent,Full Service Record,Never,Gray,2,230513606,4725528
Mazda Mazda2,Mazda,2019,73526,Makassar,Automatic,Petrol,1300,Excellent,Partial Service Record,Never,Black,2,282394485,5789086
Suzuki XL7,Suzuki,2022,36127,Tangerang,Automatic,Hybrid,1000,Good,Partial Service Record,Unknown,Black,1,197812645,4055159
Hyundai Creta,Hyundai,2013,169517,Depok,Automatic,Petrol,1800,Fair,Partial Service Record,Never,Black,2,138503477,2839321
Mazda Mazda3,Mazda,2021,16107,Bandung,Automatic,Petrol,1800,Good,Full Service Record,Never,Red,1,279068294,5720900
Daihatsu Sigra,Daihatsu,2024,4000,Bandung,Automatic,Petrol,1300,Excellent,Unknown,Never,Blue,1,153434953,3145416
Mitsubishi Outlander,Mitsubishi,2023,18661,Jakarta Barat,Automatic,Petrol,1200,Excellent,Partial Service Record,Unknown,Blue,2,258017090,5289350
Daihatsu Xenia,Daihatsu,2019,79542,Tangerang,Automatic,Petrol,1800,Fair,Unknown,Never,Black,3,73204572,1500693
Mazda Mazda2,Mazda,2023,4000,Bogor,Automatic,Petrol,1800,Good,Full Service Record,Never,Black,1,304841396,6249248
Hyundai Ioniq,Hyundai,2025,34656,Surabaya,Manual,Electric,1200,Excellent,Unknown,Never,Silver,1,304467819,6241590
Toyota Avanza,Toyota,2023,46803,Depok,Automatic,Hybrid,1800,Good,Partial Service Record,Never,Silver,2,263973174,5411450
Mitsubishi Pajero,Mitsubishi,2011,215722,Tangerang,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,White,1,147288336,3019410
Hyundai Stargazer,Hyundai,2014,163119,Tangerang,Manual,Electric,2000,Good,Full Service Record,Never,Gray,2,202438911,4149997
Nissan Livina,Nissan,2011,198546,Jakarta Utara,Automatic,Petrol,1300,Good,Partial Service Record,Never,Silver,2,70000000,1435000
Toyota Fortuner,Toyota,2021,100512,Bogor,Manual,Hybrid,2400,Good,Full Service Record,Never,White,2,233013689,4776780
Mitsubishi Xpander,Mitsubishi,2013,145722,Bekasi,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Red,2,172436791,3534954
Hyundai Creta,Hyundai,2016,92937,Surabaya,Manual,Electric,2400,Fair,Full Service Record,Unknown,Blue,2,218210654,4473318
Suzuki Karimun,Suzuki,2011,175817,Surabaya,Automatic,Hybrid,2000,Excellent,Partial Service Record,Never,Blue,2,99461829,2038967
Mitsubishi Xpander,Mitsubishi,2023,21150,Jakarta Selatan,Automatic,Diesel,2400,Excellent,Full Service Record,Unknown,Red,2,299660857,6143047
Mazda Mazda2,Mazda,2023,31376,Medan,Manual,Petrol,2000,Good,Partial Service Record,Never,Silver,2,278800153,5715403
Honda CR-V,Honda,2020,53096,Makassar,Manual,Petrol,1200,Excellent,Full Service Record,Unknown,Silver,1,167522650,3434214
Hyundai Stargazer,Hyundai,2021,70221,Padang,Automatic,Petrol,1500,Excellent,Unknown,Never,Gray,2,239621358,4912237
Mazda Mazda3,Mazda,2023,45233,Bandung,Automatic,Petrol,2400,Fair,Partial Service Record,Minor Accident,Blue,2,276695049,5672248
Daihatsu Terios,Daihatsu,2012,167515,Depok,Automatic,Petrol,1500,Excellent,Full Service Record,Never,Red,2,70000000,1435000
Toyota Avanza,Toyota,2025,17608,Semarang,Automatic,Hybrid,1500,Excellent,Full Service Record,Minor Accident,White,1,286609196,5875488
Hyundai Ioniq,Hyundai,2019,81443,Makassar,Automatic,Electric,1000,Good,Full Service Record,Never,Gray,2,247198940,5067578
Mazda CX-5,Mazda,2018,109536,Tangerang,Automatic,Petrol,1300,Good,Full Service Record,Never,Blue,1,251215148,5149910
Suzuki XL7,Suzuki,2015,133253,Jakarta Barat,Automatic,Hybrid,1200,Excellent,Partial Service Record,Never,Black,2,123340535,2528480
Suzuki Baleno,Suzuki,2018,91221,Medan,Manual,Hybrid,1200,Excellent,Full Service Record,Never,Silver,1,132090762,2707860
Suzuki XL7,Suzuki,2012,184732,Depok,Manual,Hybrid,1500,Excellent,Full Service Record,Never,Silver,1,107223055,2198072
Mitsubishi Pajero,Mitsubishi,2011,202694,Jakarta Selatan,Automatic,Diesel,2400,Good,Full Service Record,Never,White,2,190412853,3903463
Hyundai Creta,Hyundai,2025,36074,Jakarta Selatan,Automatic,Electric,1200,Excellent,Full Service Record,Minor Accident,White,1,321077724,6582093
Nissan Livina,Nissan,2018,78175,Tangerang,Manual,Petrol,1000,Good,Full Service Record,Never,Red,2,98808002,2025564
Honda HR-V,Honda,2020,62379,Bekasi,Manual,Petrol,1300,Good,Full Service Record,Never,Blue,1,166008340,3403170
Nissan March,Nissan,2019,53373,Medan,Automatic,Petrol,2000,Excellent,Unknown,Minor Accident,Silver,2,175921968,3606400
Honda City,Honda,2018,91705,Semarang,Automatic,Petrol,1000,Good,Partial Service Record,Never,Silver,3,168081619,3445673
Toyota Agya,Toyota,2011,187490,Jakarta Barat,Automatic,Petrol,2400,Good,Unknown,Never,Red,3,118123854,2421539
Nissan X-Trail,Nissan,2015,129609,Padang,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Blue,2,103998793,2131975
Mazda Mazda3,Mazda,2012,202755,Tangerang,Automatic,Petrol,1300,Good,Partial Service Record,Never,Silver,1,148493963,3044126
Mitsubishi Pajero,Mitsubishi,2023,28694,Medan,Manual,Petrol,1000,Fair,Full Service Record,Never,Gray,2,202258747,4146304
Honda Jazz,Honda,2011,160406,Pekanbaru,Manual,Petrol,1500,Good,Partial Service Record,Unknown,Silver,1,103960370,2131187
Hyundai Stargazer,Hyundai,2023,46233,Bogor,Automatic,Petrol,1000,Excellent,Partial Service Record,Never,Blue,1,246146023,5045993
Mazda Mazda2,Mazda,2020,74698,Medan,Automatic,Petrol,2000,Good,Full Service Record,Never,White,3,259498643,5319722
Nissan Livina,Nissan,2013,165893,Padang,Automatic,Petrol,2000,Good,Full Service Record,Never,Red,3,80196381,1644025
Honda HR-V,Honda,2015,137468,Medan,Automatic,Petrol,1200,Good,Unknown,Never,White,2,140202592,2874153
Daihatsu Sigra,Daihatsu,2022,52387,Bogor,Automatic,Petrol,1300,Good,Full Service Record,Never,Red,1,126586697,2595027
Mazda Mazda2,Mazda,2019,45798,Semarang,Automatic,Petrol,2000,Excellent,Unknown,Never,Red,2,263450663,5400738
Toyota Avanza,Toyota,2014,130929,Bogor,Automatic,Diesel,1500,Excellent,Partial Service Record,Never,Blue,2,155300947,3183669
Daihatsu Sigra,Daihatsu,2011,169374,Bekasi,Automatic,Petrol,1800,Good,Full Service Record,Never,Gray,2,70000000,1435000
Suzuki Ertiga,Suzuki,2016,113736,Jakarta Selatan,Automatic,Petrol,1800,Fair,Full Service Record,Unknown,Red,2,70000000,1435000
Mitsubishi Outlander,Mitsubishi,2016,111928,Bogor,Automatic,Petrol,1500,Excellent,Partial Service Record,Never,Black,1,192509871,3946452
Toyota Calya,Toyota,2017,115430,Surabaya,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,Black,1,165981310,3402616
Honda Jazz,Honda,2023,46815,Medan,Automatic,Hybrid,1300,Excellent,Unknown,Minor Accident,Gray,3,251972669,5165439
Honda CR-V,Honda,2012,147630,Depok,Automatic,Hybrid,1200,Excellent,Unknown,Minor Accident,White,1,142379595,2918781
Honda HR-V,Honda,2012,180362,Surabaya,Manual,Hybrid,1500,Good,Full Service Record,Never,Silver,2,137959391,2828167
Mitsubishi Xpander,Mitsubishi,2014,154543,Surabaya,Automatic,Diesel,2400,Excellent,Full Service Record,Never,Red,2,226067032,4634374
Mazda Mazda2,Mazda,2024,32383,Bandung,Automatic,Petrol,2400,Good,Partial Service Record,Never,White,1,316182994,6481751
Suzuki Karimun,Suzuki,2022,22477,Depok,Manual,Petrol,1200,Good,Full Service Record,Never,Gray,1,154570471,3168694
Mitsubishi Xpander,Mitsubishi,2021,67930,Medan,Automatic,Petrol,1800,Good,Unknown,Never,Silver,1,223806044,4588023
Suzuki Baleno,Suzuki,2014,145486,Jakarta Barat,Automatic,Petrol,2000,Good,Full Service Record,Unknown,Gray,1,102786959,2107132
Honda HR-V,Honda,2023,53295,Jakarta Utara,Automatic,Petrol,1200,Good,Partial Service Record,Minor Accident,Red,1,194893412,3995314
Suzuki Karimun,Suzuki,2019,116118,Makassar,Automatic,Hybrid,1500,Excellent,Unknown,Minor Accident,Red,1,162523904,3331740
Hyundai Ioniq,Hyundai,2025,40585,Makassar,Automatic,Electric,1500,Good,Full Service Record,Never,White,2,306559508,6284469
Toyota Avanza,Toyota,2023,38027,Makassar,Manual,Petrol,1800,Good,Partial Service Record,Unknown,Blue,2,219953664,4509050
Toyota Innova,Toyota,2012,167966,Medan,Manual,Hybrid,1300,Excellent,Full Service Record,Unknown,Gray,2,119638023,2452579
Daihatsu Terios,Daihatsu,2022,59375,Pekanbaru,Automatic,Petrol,2400,Excellent,Full Service Record,Never,Blue,1,143926516,2950493
Mazda Mazda3,Mazda,2020,51929,Tangerang,Manual,Petrol,1200,Good,Full Service Record,Never,Black,1,252942025,5185311
Suzuki Ertiga,Suzuki,2018,69887,Medan,Automatic,Hybrid,2400,Excellent,Partial Service Record,Never,Red,2,189480572,3884351
Suzuki Karimun,Suzuki,2013,147494,Bekasi,Automatic,Hybrid,1500,Good,Full Service Record,Never,Blue,1,89344173,1831555
Toyota Yaris,Toyota,2024,45970,Bogor,Automatic,Petrol,2400,Good,Full Service Record,Minor Accident,Blue,3,236142430,4840919
Mazda CX-5,Mazda,2011,174039,Bandung,Automatic,Petrol,2400,Excellent,Unknown,Never,White,1,236748540,4853345
Nissan Livina,Nissan,2016,147046,Tangerang,Manual,Petrol,1300,Excellent,Unknown,Never,Red,2,103570225,2123189
Mitsubishi Pajero,Mitsubishi,2025,4000,Medan,Automatic,Diesel,1300,Fair,Partial Service Record,Never,Red,1,270844484,5552311
Mitsubishi Outlander,Mitsubishi,2022,19430,Bandung,Automatic,Diesel,1800,Fair,Partial Service Record,Never,White,1,247776250,5079413
Honda CR-V,Honda,2021,57773,Padang,Automatic,Hybrid,1300,Fair,Partial Service Record,Never,Blue,2,202490529,4151055
Suzuki Karimun,Suzuki,2022,63987,Jakarta Barat,Automatic,Hybrid,1200,Good,Partial Service Record,Minor Accident,White,3,169387953,3472453
Toyota Yaris,Toyota,2025,10746,Bekasi,Automatic,Hybrid,1500,Excellent,Partial Service Record,Never,White,2,283609802,5814000
Mitsubishi Pajero,Mitsubishi,2020,70278,Tangerang,Manual,Diesel,1200,Fair,Full Service Record,Never,Silver,1,208818837,4280786
Toyota Fortuner,Toyota,2025,9808,Bekasi,Automatic,Diesel,1300,Excellent,Full Service Record,Never,Red,2,276476065,5667759
Toyota Innova,Toyota,2011,148267,Bogor,Automatic,Hybrid,1200,Excellent,Full Service Record,Unknown,Silver,2,160436422,3288946
Nissan March,Nissan,2017,128845,Jakarta Utara,Automatic,Petrol,2000,Good,Full Service Record,Never,Red,1,142834321,2928103
Honda CR-V,Honda,2022,35710,Depok,Automatic,Petrol,1200,Excellent,Full Service Record,Never,Black,2,207604313,4255888
Daihatsu Sigra,Daihatsu,2019,103611,Semarang,Manual,Petrol,1500,Good,Partial Service Record,Never,Blue,1,80118012,1642419
Daihatsu Xenia,Daihatsu,2025,10730,Makassar,Automatic,Petrol,2400,Good,Unknown,Never,Black,1,158721199,3253784
Hyundai Ioniq,Hyundai,2014,163226,Jakarta Barat,Automatic,Petrol,1500,Good,Full Service Record,Unknown,Gray,2,164415277,3370513
Daihatsu Ayla,Daihatsu,2012,174178,Depok,Manual,Petrol,1800,Fair,Full Service Record,Never,White,1,70000000,1435000
Toyota Rush,Toyota,2024,22079,Medan,Manual,Diesel,2000,Excellent,Partial Service Record,Never,Silver,3,261164681,5353875
Nissan March,Nissan,2020,76072,Makassar,Manual,Petrol,2000,Excellent,Full Service Record,Never,Silver,1,177755726,3643992
Honda City,Honda,2012,141486,Bandung,Automatic,Hybrid,1000,Excellent,Partial Service Record,Unknown,Blue,2,148449630,3043217
Suzuki XL7,Suzuki,2025,12108,Tangerang,Automatic,Petrol,2000,Excellent,Partial Service Record,Never,White,1,204261054,4187351
Mazda Mazda3,Mazda,2015,162888,Depok,Automatic,Petrol,2400,Excellent,Partial Service Record,Unknown,Black,2,262868552,5388805
Toyota Fortuner,Toyota,2014,167547,Medan,Automatic,Hybrid,1000,Good,Partial Service Record,Unknown,Blue,1,167745300,3438778
Mazda Mazda3,Mazda,2021,42269,Bekasi,Automatic,Petrol,1800,Excellent,Partial Service Record,Never,Gray,1,286166901,5866421
Honda Brio,Honda,2015,141102,Bekasi,Automatic,Hybrid,1000,Fair,Full Service Record,Never,Black,3,134103792,2749127
Daihatsu Ayla,Daihatsu,2018,100463,Surabaya,Automatic,Petrol,2400,Good,Full Service Record,Never,Silver,2,127263973,2608911
Hyundai Stargazer,Hyundai,2022,62709,Semarang,Manual,Electric,1000,Good,Partial Service Record,Never,Gray,2,255221759,5232046
Daihatsu Xenia,Daihatsu,2024,25694,Bekasi,Manual,Petrol,2000,Good,Full Service Record,Never,Gray,3,157535756,3229482
Mazda CX-5,Mazda,2015,127796,Makassar,Manual,Petrol,1800,Good,Partial Service Record,Unknown,Black,2,233824624,4793404
Mitsubishi Xpander,Mitsubishi,2023,59951,Pekanbaru,Automatic,Diesel,1500,Good,Partial Service Record,Never,Red,1,246647591,5056275
Hyundai Creta,Hyundai,2012,171895,Padang,Manual,Petrol,1800,Good,Full Service Record,Never,Black,2,135040893,2768338
Honda City,Honda,2022,70598,Jakarta Utara,Automatic,Hybrid,1300,Excellent,Unknown,Never,White,3,246828423,5059982
Toyota Fortuner,Toyota,2016,137538,Tangerang,Manual,Hybrid,1500,Excellent,Full Service Record,Never,Red,2,186719802,3827755
Mitsubishi Xpander,Mitsubishi,2022,42159,Semarang,Automatic,Diesel,1300,Good,Full Service Record,Unknown,Red,2,248678262,5097904
Hyundai Ioniq,Hyundai,2025,8993,Semarang,Automatic,Electric,1300,Excellent,Partial Service Record,Never,Silver,1,316254821,6483223
Daihatsu Xenia,Daihatsu,2024,58736,Jakarta Barat,Automatic,Petrol,1800,Good,Full Service Record,Never,Silver,1,139832556,2866567
Suzuki Ertiga,Suzuki,2015,135446,Makassar,Automatic,Petrol,1300,Fair,Full Service Record,Unknown,Silver,2,84852877,1739483
Hyundai Stargazer,Hyundai,2020,58344,Makassar,Manual,Petrol,1800,Excellent,Partial Service Record,Unknown,Black,2,208510829,4274471
Nissan March,Nissan,2020,50399,Padang,Automatic,Petrol,1000,Good,Partial Service Record,Never,Black,2,154157892,3160236
Suzuki XL7,Suzuki,2020,89534,Padang,Automatic,Hybrid,1800,Good,Unknown,Unknown,Red,2,178989746,3669289
Mitsubishi Outlander,Mitsubishi,2014,146885,Tangerang,Manual,Diesel,1800,Excellent,Unknown,Never,Red,1,175845827,3604839
Mitsubishi Outlander,Mitsubishi,2013,141742,Jakarta Barat,Manual,Petrol,2000,Excellent,Partial Service Record,Unknown,Silver,2,162354000,3328257
Toyota Innova,Toyota,2014,156142,Jakarta Selatan,Manual,Diesel,1000,Good,Full Service Record,Minor Accident,Black,1,135537136,2778511
Hyundai Stargazer,Hyundai,2020,74875,Pekanbaru,Automatic,Petrol,2000,Excellent,Unknown,Never,Silver,3,207383399,4251359
Hyundai Stargazer,Hyundai,2025,4000,Medan,Automatic,Electric,1000,Excellent,Full Service Record,Never,Black,3,331312796,6791912
Honda Jazz,Honda,2025,22596,Jakarta Selatan,Automatic,Hybrid,1000,Excellent,Full Service Record,Never,Silver,2,262650458,5384334
Hyundai Ioniq,Hyundai,2012,191997,Jakarta Selatan,Automatic,Electric,2000,Good,Full Service Record,Never,Black,1,193751428,3971904
Toyota Innova,Toyota,2017,154077,Bandung,Automatic,Petrol,1500,Excellent,Unknown,Unknown,Black,1,181275106,3716139
Daihatsu Xenia,Daihatsu,2018,96628,Jakarta Barat,Automatic,Petrol,1000,Fair,Full Service Record,Never,Blue,3,78793299,1615262
Mazda CX-5,Mazda,2023,40187,Jakarta Selatan,Manual,Petrol,2000,Excellent,Full Service Record,Never,Black,1,291680774,5979455
